GeneIDs	lcountsRep1	lcountsRep2	lcountsRep3	lcountsRep4	lcountsRep5	lcountsRep6	mean
NM_001076796	121	108	114	126	111	116	116
NM_001076797	1	1	1	0	2	3	1.333333333
NM_001076798	41	50	46	45	36	38	42.66666667
NM_001076799	0	0	0	0	0	0	0
NM_001076800	19	13	22	11	23	24	18.66666667
NM_001076801	8	7	7	3	6	9	6.666666667
NM_001076802	238	233	214	236	229	241	231.8333333
NM_001076803	6	6	5	6	3	10	6
NM_001076804	80	72	63	58	83	81	72.83333333
NM_001076805	8	7	9	9	10	14	9.5
NM_001076807	8	6	5	5	6	9	6.5
NM_001076808	18	16	19	17	15	22	17.83333333
NM_001076809	8	10	10	6	7	6	7.833333333
NM_001076810	3	3	3	1	4	1	2.5
NM_001076811	42	48	44	44	44	56	46.33333333
NM_001076812	15	15	8	18	17	16	14.83333333
NM_001076814	1	2	1	1	1	2	1.333333333
NM_001076815	29	28	32	35	31	24	29.83333333
NM_001076816	2	2	1	4	2	4	2.5
NM_001076817	24	21	28	21	19	29	23.66666667
NM_001076818	13	22	14	12	12	11	14
NM_001076819	4	5	6	2	2	4	3.833333333
NM_001076820	1	1	1	2	1	0	1
NM_001076821	2	2	2	2	3	1	2
NM_001076822	0	0	0	0	0	0	0
NM_001076823	3	3	1	2	4	1	2.333333333
NM_001076824	21	20	23	19	23	29	22.5
NM_001076825	0	0	0	0	0	0	0
NM_001076826	5	5	10	8	4	5	6.166666667
NM_001076827	6	3	8	6	2	5	5
NM_001076828	4	8	2	5	7	6	5.333333333
NM_001076829	11	7	7	9	12	11	9.5
NM_001076830	5	5	4	10	7	9	6.666666667
NM_001076831	147	145	139	165	132	130	143
NM_001076832	2	3	3	4	3	2	2.833333333
NM_001076833	0	0	0	0	0	0	0
NM_001076834	2	4	4	4	0	2	2.666666667
NM_001076835	8	5	10	7	3	6	6.5
NM_001076836	0	0	0	0	0	0	0
NM_001076838	0	0	0	0	0	0	0
NM_001076839	67	79	56	71	71	50	65.66666667
NM_001076840	1	2	2	1	2	1	1.5
NM_001076841	2	2	0	1	2	4	1.833333333
NM_001076842	6	6	6	3	4	4	4.833333333
NM_001076844	42	47	43	36	32	49	41.5
NM_001076846	22	25	26	22	29	23	24.5
NM_001076847	2	0	1	0	4	3	1.666666667
NM_001076848	23	19	22	20	21	24	21.5
NM_001076849	11	8	12	15	6	13	10.83333333
NM_001076850	17	12	18	16	12	12	14.5
NM_001076852	4	6	5	2	3	4	4
NM_001076853	3	2	5	3	3	3	3.166666667
NM_001076854	0	0	0	0	0	0	0
NM_001076855	0	0	0	0	0	0	0
NM_001076856	181	172	178	176	178	191	179.3333333
NM_001076857	28	31	28	28	31	25	28.5
NM_001076858	4	7	0	5	4	3	3.833333333
NM_001076859	3	3	3	4	2	3	3
NM_001076861	1	4	0	2	2	3	2
NM_001076864	13	21	10	10	20	9	13.83333333
NM_001076865	14	15	16	11	13	14	13.83333333
NM_001076866	0	0	0	0	0	0	0
NM_001076867	5	7	3	5	6	4	5
NM_001076868	3	5	2	1	4	3	3
NM_001076869	96	108	87	105	93	106	99.16666667
NM_001076871	2	2	4	2	3	1	2.333333333
NM_001076872	0	0	0	0	0	0	0
NM_001076873	4	4	4	4	4	3	3.833333333
NM_001076874	2	3	2	3	0	3	2.166666667
NM_001076875	18	22	22	13	22	17	19
NM_001076876	0	0	0	0	0	0	0
NM_001076877	1	0	2	1	1	1	1
NM_001076878	4	4	6	4	4	1	3.833333333
NM_001076879	15	11	11	20	13	15	14.16666667
NM_001076880	0	0	0	0	0	0	0
NM_001076881	3	3	1	5	3	3	3
NM_001076883	0	0	0	0	0	0	0
NM_001076885	0	0	0	0	0	0	0
NM_001076886	0	0	0	0	0	0	0
NM_001076887	23	27	23	25	23	29	25
NM_001076888	4	2	6	1	4	7	4
NM_001076889	29	28	39	31	35	32	32.33333333
NM_001076890	2	3	2	5	3	0	2.5
NM_001076891	2	1	7	2	2	3	2.833333333
NM_001076892	0	0	0	0	0	0	0
NM_001076893	577	543	550	552	598	575	565.8333333
NM_001076894	4	3	2	5	2	12	4.666666667
NM_001076895	0	0	0	0	0	0	0
NM_001076896	3	4	3	3	1	4	3
NM_001076897	21	24	25	15	18	25	21.33333333
NM_001076898	3	4	5	8	7	1	4.666666667
NM_001076899	6	6	7	10	5	7	6.833333333
NM_001076900	61	60	68	59	64	63	62.5
NM_001076902	32	43	38	29	37	29	34.66666667
NM_001076903	19	12	19	19	14	17	16.66666667
NM_001076904	6	5	7	5	4	5	5.333333333
NM_001076905	5	2	8	8	4	10	6.166666667
NM_001076906	2	3	1	2	3	3	2.333333333
NM_001076907	35	37	37	33	32	28	33.66666667
NM_001076908	12	9	14	16	11	7	11.5
NM_001076909	2	3	1	2	0	3	1.833333333
NM_001076910	10	13	10	10	14	10	11.16666667
NM_001076911	167	171	157	162	160	185	167
NM_001076912	0	0	0	0	0	0	0
NM_001076913	4	4	5	5	6	3	4.5
NM_001076914	10	11	6	12	3	8	8.333333333
NM_001076915	1	0	2	1	0	0	0.666666667
NM_001076916	8	10	4	10	5	6	7.166666667
NM_001076918	0	0	0	0	0	0	0
NM_001076919	0	0	0	0	0	0	0
NM_001076920	38	32	40	28	31	44	35.5
NM_001076922	25	16	27	21	23	28	23.33333333
NM_001076923	12	14	11	11	10	14	12
NM_001076924	31	32	27	30	33	25	29.66666667
NM_001076925	10	12	12	10	12	7	10.5
NM_001076926	0	0	0	0	0	0	0
NM_001076927	3	3	4	4	2	5	3.5
NM_001076929	1	0	2	0	0	1	0.666666667
NM_001076930	0	0	0	0	0	0	0
NM_001076931	43	46	58	37	45	36	44.16666667
NM_001076932	13	12	13	6	18	12	12.33333333
NM_001076933	14	15	20	19	9	13	15
NM_001076934	5	5	0	7	5	4	4.333333333
NM_001076936	2	1	2	2	3	5	2.5
NM_001076937	2	2	3	2	1	1	1.833333333
NM_001076938	0	0	0	0	0	0	0
NM_001076939	2	0	4	1	1	4	2
NM_001076940	7	7	9	2	8	8	6.833333333
NM_001076941	25	31	20	26	21	25	24.66666667
NM_001076942	34	51	38	42	29	29	37.16666667
NM_001076944	8	13	3	11	10	9	9
NM_001076945	30	35	33	28	28	31	30.83333333
NM_001076946	0	0	0	0	0	0	0
NM_001076947	2	1	1	3	1	1	1.5
NM_001076949	0	0	0	0	0	0	0
NM_001076951	3	3	1	3	4	2	2.666666667
NM_001076953	1	1	0	3	1	0	1
NM_001076955	0	0	0	0	0	0	0
NM_001076956	0	0	0	0	0	0	0
NM_001076957	14	22	15	12	17	16	16
NM_001076958	0	0	0	0	0	0	0
NM_001076959	4	5	3	2	4	6	4
NM_001076960	0	0	0	0	0	0	0
NM_001076961	23	26	27	24	32	26	26.33333333
NM_001076962	2	1	4	2	3	3	2.5
NM_001076963	0	0	0	0	0	0	0
NM_001076964	22	22	24	20	19	20	21.16666667
NM_001076965	31	39	25	29	26	43	32.16666667
NM_001076966	0	0	0	0	0	0	0
NM_001076967	26	32	23	22	32	32	27.83333333
NM_001076968	19	23	22	14	22	26	21
NM_001076969	8	8	9	9	9	8	8.5
NM_001076970	11	10	8	12	5	15	10.16666667
NM_001076971	3	7	1	2	3	2	3
NM_001076972	1	2	1	1	0	4	1.5
NM_001076973	0	0	0	0	0	0	0
NM_001076974	13	7	19	16	17	13	14.16666667
NM_001076975	2	0	3	1	2	3	1.833333333
NM_001076976	0	0	0	0	0	0	0
NM_001076978	0	0	0	0	0	0	0
NM_001076979	0	0	0	0	0	0	0
NM_001076980	6	5	6	5	8	4	5.666666667
NM_001076981	0	0	0	0	0	0	0
NM_001076982	2	2	2	0	0	1	1.166666667
NM_001076983	4	3	2	4	5	4	3.666666667
NM_001076984	2	1	2	3	5	2	2.5
NM_001076985	46	49	41	45	33	54	44.66666667
NM_001076986	0	0	0	0	0	0	0
NM_001076987	3	6	3	1	3	4	3.333333333
NM_001076988	86	108	85	80	73	75	84.5
NM_001076990	1	1	2	1	0	1	1
NM_001076993	192	195	201	222	238	191	206.5
NM_001076995	7	9	6	6	5	6	6.5
NM_001076996	0	0	0	0	0	0	0
NM_001076998	596	591	582	610	611	583	595.5
NM_001076999	33	45	33	28	40	28	34.5
NM_001077000	0	0	0	0	0	0	0
NM_001077001	4	5	2	6	7	3	4.5
NM_001077002	1	1	2	0	0	1	0.833333333
NM_001077003	1	3	2	1	1	0	1.333333333
NM_001077004	32	34	22	29	27	38	30.33333333
NM_001077005	32	35	31	30	28	34	31.66666667
NM_001077007	0	0	0	0	0	0	0
NM_001077008	10	5	9	12	11	8	9.166666667
NM_001077009	2	3	1	2	2	1	1.833333333
NM_001077010	40	35	45	44	49	48	43.5
NM_001077011	81	76	79	83	92	96	84.5
NM_001077012	22	23	26	36	15	28	25
NM_001077013	38	34	36	35	37	29	34.83333333
NM_001077014	52	56	43	56	75	39	53.5
NM_001077016	8	7	6	6	10	6	7.166666667
NM_001077017	1	2	1	2	3	1	1.666666667
NM_001077018	0	0	0	0	0	0	0
NM_001077019	5	2	5	4	3	4	3.833333333
NM_001077020	6	5	5	8	8	4	6
NM_001077029	1	1	0	1	1	1	0.833333333
NM_001077030	0	0	0	0	0	0	0
NM_001077032	0	0	0	0	0	0	0
NM_001077035	1	1	1	0	0	1	0.666666667
NM_001077036	3	1	2	5	2	4	2.833333333
NM_001077040	0	0	0	0	0	0	0
NM_001077041	0	0	0	0	0	0	0
NM_001077042	186	187	211	177	178	195	189
NM_001077043	10	14	5	13	13	9	10.66666667
NM_001077044	141	145	132	148	149	154	144.8333333
NM_001077045	8	9	4	12	7	8	8
NM_001077046	29	25	23	25	33	24	26.5
NM_001077047	3	3	2	7	1	2	3
NM_001077051	40	37	40	25	51	42	39.16666667
NM_001077052	0	0	0	0	0	0	0
NM_001077053	0	0	0	0	0	0	0
NM_001077059	8	11	5	9	5	11	8.166666667
NM_001077064	0	0	0	0	0	0	0
NM_001077065	22	20	24	18	24	18	21
NM_001077066	0	0	0	0	0	0	0
NM_001077067	10	8	12	7	6	11	9
NM_001077070	22	29	27	26	18	26	24.66666667
NM_001077074	8	8	5	6	8	10	7.5
NM_001077075	51	43	61	46	56	46	50.5
NM_001077080	2	1	3	3	3	1	2.166666667
NM_001077081	0	0	0	0	0	0	0
NM_001077087	10	12	13	15	4	9	10.5
NM_001077092	37	41	34	41	42	38	38.83333333
NM_001077093	4	11	4	4	4	5	5.333333333
NM_001077094	28	30	30	31	23	31	28.83333333
NM_001077095	0	0	0	0	0	0	0
NM_001077097	6	9	3	3	3	9	5.5
NM_001077098	1	0	2	0	1	2	1
NM_001077099	6	8	3	4	9	6	6
NM_001077101	8	5	4	9	6	12	7.333333333
NM_001077102	15	13	11	6	14	13	12
NM_001077105	1	2	2	2	2	2	1.833333333
NM_001077108	25	18	24	24	23	33	24.5
NM_001077109	5	5	5	1	4	4	4
NM_001077110	44	37	39	41	46	55	43.66666667
NM_001077111	0	0	0	0	0	0	0
NM_001077113	24	24	26	26	31	20	25.16666667
NM_001077114	26	28	17	26	18	32	24.5
NM_001077115	4	2	4	4	3	5	3.666666667
NM_001077116	7	7	10	7	8	7	7.666666667
NM_001077117	8	4	9	8	8	7	7.333333333
NM_001077118	1	1	0	1	2	0	0.833333333
NM_001077119	0	0	0	0	0	0	0
NM_001077120	3	3	2	2	6	1	2.833333333
NM_001077123	0	0	0	0	0	0	0
NM_001077125	8	8	7	7	4	7	6.833333333
NM_001077127	5	3	6	3	3	0	3.333333333
NM_001077128	9	4	5	6	10	6	6.666666667
NM_001077129	0	0	0	0	0	0	0
NM_001077130	9	11	6	12	10	11	9.833333333
NM_001077131	2	2	0	2	1	0	1.166666667
NM_001077132	1	1	1	1	1	0	0.833333333
NM_001077133	12	10	8	14	14	10	11.33333333
NM_001077134	0	0	0	0	0	0	0
NM_001077135	0	0	0	0	0	0	0
NM_001077136	0	0	0	0	0	0	0
NM_001077137	5	8	2	1	2	3	3.5
NM_001077138	0	0	0	0	0	0	0
NM_001077139	2	2	6	2	4	5	3.5
NM_001077402	2	2	5	3	3	2	2.833333333
NM_001077422	6	12	6	7	10	9	8.333333333
NM_001077444	0	0	0	0	0	0	0
NM_001077486	22	26	30	25	24	22	24.83333333
NM_001077487	0	0	0	0	0	0	0
NM_001077518	3	1	3	1	4	4	2.666666667
NM_001077521	0	0	0	0	0	0	0
NM_001077807	1355	1382	1253	1362	1379	1319	1341.666667
NM_001077827	125	127	131	110	133	118	124
NM_001077828	0	0	0	0	0	0	0
NM_001077829	0	0	0	0	0	0	0
NM_001077831	46	39	47	42	54	52	46.66666667
NM_001077833	21	22	14	20	19	20	19.33333333
NM_001077834	28	22	33	23	38	21	27.5
NM_001077835	24	24	23	22	18	36	24.5
NM_001077836	1	0	0	0	0	1	0.333333333
NM_001077837	4	3	1	3	4	7	3.666666667
NM_001077839	0	0	0	0	0	0	0
NM_001077840	12	7	18	11	16	14	13
NM_001077841	12	10	12	12	10	16	12
NM_001077845	0	0	0	0	0	0	0
NM_001077846	4	4	7	6	8	4	5.5
NM_001077847	0	0	0	0	0	0	0
NM_001077848	50	63	45	55	47	58	53
NM_001077849	75	63	73	79	76	83	74.83333333
NM_001077850	0	0	0	0	0	0	0
NM_001077851	19	30	19	17	19	14	19.66666667
NM_001077852	11	12	13	9	11	12	11.33333333
NM_001077853	18	15	19	18	13	11	15.66666667
NM_001077854	0	0	0	0	0	0	0
NM_001077855	2	2	1	3	3	1	2
NM_001077857	14	19	20	15	22	16	17.66666667
NM_001077858	15	9	10	19	17	17	14.5
NM_001077859	3	8	3	2	2	1	3.166666667
NM_001077860	11	13	12	10	9	15	11.66666667
NM_001077861	33	34	31	39	39	37	35.5
NM_001077862	0	0	0	0	0	0	0
NM_001077863	28	23	32	21	34	29	27.83333333
NM_001077864	15	16	22	15	12	9	14.83333333
NM_001077865	4	3	6	6	4	8	5.166666667
NM_001077866	65	61	75	59	71	63	65.66666667
NM_001077868	1	2	0	3	2	2	1.666666667
NM_001077869	0	0	0	0	0	0	0
NM_001077870	0	0	0	0	0	0	0
NM_001077871	47	36	38	61	47	57	47.66666667
NM_001077873	27	29	27	20	33	32	28
NM_001077874	0	0	0	0	0	0	0
NM_001077875	0	0	0	0	0	0	0
NM_001077877	1	1	1	2	0	2	1.166666667
NM_001077878	3	3	2	2	0	5	2.5
NM_001077880	25	22	23	29	23	21	23.83333333
NM_001077881	56	69	57	69	70	60	63.5
NM_001077882	29	28	23	32	31	34	29.5
NM_001077883	11	5	9	13	11	7	9.333333333
NM_001077884	61	63	65	69	48	60	61
NM_001077885	6	3	3	8	10	9	6.5
NM_001077886	42	50	42	44	45	43	44.33333333
NM_001077887	8	9	10	7	1	9	7.333333333
NM_001077888	2	2	2	1	2	1	1.666666667
NM_001077890	7	5	8	8	5	5	6.333333333
NM_001077893	186	206	199	177	181	183	188.6666667
NM_001077894	1	0	0	4	1	3	1.5
NM_001077896	3	3	4	5	4	4	3.833333333
NM_001077897	0	0	0	0	0	0	0
NM_001077898	2	3	5	1	2	4	2.833333333
NM_001077899	0	0	0	0	0	0	0
NM_001077900	0	0	0	0	0	0	0
NM_001077901	55	54	46	62	61	57	55.83333333
NM_001077902	5	2	6	2	6	0	3.5
NM_001077903	18	12	15	17	15	22	16.5
NM_001077904	1	1	6	0	0	0	1.333333333
NM_001077905	0	0	0	0	0	0	0
NM_001077906	22	23	23	26	22	14	21.66666667
NM_001077907	2	3	2	4	4	1	2.666666667
NM_001077909	158	190	152	171	163	159	165.5
NM_001077911	11	11	7	13	17	9	11.33333333
NM_001077912	2	3	1	1	2	0	1.5
NM_001077913	0	0	0	0	0	0	0
NM_001077914	59	53	59	67	55	50	57.16666667
NM_001077915	6	8	9	6	6	2	6.166666667
NM_001077916	48	54	46	52	56	39	49.16666667
NM_001077917	4	5	4	5	4	3	4.166666667
NM_001077918	8	13	14	8	10	8	10.16666667
NM_001077919	1	0	1	1	0	1	0.666666667
NM_001077920	15	9	16	21	16	12	14.83333333
NM_001077922	31	32	31	36	27	29	31
NM_001077923	0	0	0	0	0	0	0
NM_001077924	13	15	16	14	17	10	14.16666667
NM_001077925	3	1	3	4	2	1	2.333333333
NM_001077926	25	30	22	27	24	26	25.66666667
NM_001077927	0	0	0	0	0	0	0
NM_001077928	4	7	2	5	7	2	4.5
NM_001077930	6	7	3	7	5	9	6.166666667
NM_001077931	4	3	6	3	6	6	4.666666667
NM_001077933	0	0	0	0	0	0	0
NM_001077934	29	22	30	23	37	36	29.5
NM_001077936	4	3	0	7	4	5	3.833333333
NM_001077937	0	0	0	0	0	0	0
NM_001077939	1	0	0	0	0	1	0.333333333
NM_001077940	0	0	0	0	0	0	0
NM_001077941	0	0	0	0	0	0	0
NM_001077942	8	4	7	5	8	9	6.833333333
NM_001077943	28	29	20	28	30	27	27
NM_001077945	1	3	0	1	1	0	1
NM_001077947	1	0	1	1	3	2	1.333333333
NM_001077952	2	0	2	2	1	1	1.333333333
NM_001077953	13	16	10	13	18	17	14.5
NM_001077954	1	1	0	0	2	1	0.833333333
NM_001077955	1	0	0	0	0	2	0.5
NM_001077956	16	22	11	9	15	21	15.66666667
NM_001077957	0	0	0	0	0	0	0
NM_001077960	5	2	9	9	7	2	5.666666667
NM_001077961	0	0	0	0	0	0	0
NM_001077962	0	0	0	0	0	0	0
NM_001077964	2	4	3	2	2	5	3
NM_001077968	4	2	2	6	5	4	3.833333333
NM_001077969	1	0	1	1	1	0	0.666666667
NM_001077970	7	6	8	3	4	13	6.833333333
NM_001077971	28	25	19	33	40	20	27.5
NM_001077972	3	1	2	1	4	3	2.333333333
NM_001077973	6	7	11	9	8	4	7.5
NM_001077975	1	0	1	1	0	0	0.5
NM_001077976	1	1	0	0	0	1	0.5
NM_001077978	9	9	9	7	7	12	8.833333333
NM_001077980	0	0	0	0	0	0	0
NM_001077981	1	1	1	2	2	0	1.166666667
NM_001077982	2	3	0	4	1	2	2
NM_001077983	2	2	3	1	1	1	1.666666667
NM_001077984	0	0	0	0	0	0	0
NM_001077985	1	1	3	2	1	1	1.5
NM_001077986	4	2	2	3	6	3	3.333333333
NM_001077987	1	1	1	2	1	1	1.166666667
NM_001077988	2	1	2	1	0	1	1.166666667
NM_001077989	1	0	1	1	0	0	0.5
NM_001077991	3	2	2	4	1	3	2.5
NM_001077993	21	27	18	14	30	20	21.66666667
NM_001077994	2	1	5	2	0	0	1.666666667
NM_001077995	3	2	3	4	4	3	3.166666667
NM_001077996	10	12	12	5	14	6	9.833333333
NM_001077997	0	0	0	0	0	0	0
NM_001077998	86	92	96	85	93	83	89.16666667
NM_001077999	104	125	127	115	98	107	112.6666667
NM_001078000	2	1	1	1	3	0	1.333333333
NM_001078001	16	13	14	14	13	10	13.33333333
NM_001078002	0	0	0	0	0	0	0
NM_001078003	7	6	4	8	6	8	6.5
NM_001078004	24	15	27	36	27	27	26
NM_001078005	1	2	0	0	3	2	1.333333333
NM_001078007	36	27	25	37	30	32	31.16666667
NM_001078009	2	3	3	2	1	1	2
NM_001078012	0	0	0	0	0	0	0
NM_001078013	1	0	0	3	0	2	1
NM_001078015	10	5	13	13	9	12	10.33333333
NM_001078016	7	5	6	7	7	6	6.333333333
NM_001078021	7	8	12	7	4	9	7.833333333
NM_001078022	2	0	2	1	4	4	2.166666667
NM_001078023	0	0	0	0	0	0	0
NM_001078024	5	6	3	2	2	6	4
NM_001078025	0	0	0	0	0	0	0
NM_001078026	0	0	0	0	0	0	0
NM_001078027	3	3	2	6	4	3	3.5
NM_001078028	11	13	11	14	10	13	12
NM_001078029	2	1	0	2	1	0	1
NM_001078030	0	0	0	0	0	0	0
NM_001078031	1	1	1	1	1	0	0.833333333
NM_001078034	7	5	7	4	10	5	6.333333333
NM_001078035	32	33	36	40	40	32	35.5
NM_001078037	3	1	3	5	2	2	2.666666667
NM_001078038	85	88	101	81	102	88	90.83333333
NM_001078039	0	0	0	0	0	0	0
NM_001078040	3	1	3	3	3	4	2.833333333
NM_001078041	57	55	63	68	53	53	58.16666667
NM_001078042	44	36	36	34	43	40	38.83333333
NM_001078043	1	0	1	0	0	1	0.5
NM_001078044	11	9	11	9	12	6	9.666666667
NM_001078045	15	20	12	17	11	11	14.33333333
NM_001078046	11	17	15	7	14	7	11.83333333
NM_001078048	1	0	4	1	2	0	1.333333333
NM_001078049	1	1	3	0	1	1	1.166666667
NM_001078050	0	0	0	0	0	0	0
NM_001078051	2	1	4	0	0	1	1.333333333
NM_001078054	21	21	18	18	31	27	22.66666667
NM_001078055	7	3	6	7	14	9	7.666666667
NM_001078056	3	3	3	1	2	2	2.333333333
NM_001078058	271	259	255	262	275	276	266.3333333
NM_001078060	0	0	0	0	0	0	0
NM_001078061	2	2	1	2	1	3	1.833333333
NM_001078062	14	14	16	13	26	14	16.16666667
NM_001078063	3	3	3	5	2	5	3.5
NM_001078065	1	2	0	3	1	0	1.166666667
NM_001078067	0	0	0	0	0	0	0
NM_001078068	3	4	4	2	1	4	3
NM_001078069	25	25	22	28	24	30	25.66666667
NM_001078070	6	9	5	3	3	9	5.833333333
NM_001078071	0	0	0	0	0	0	0
NM_001078073	48	50	61	41	43	55	49.66666667
NM_001078074	2	1	1	1	0	3	1.333333333
NM_001078076	2	0	2	4	1	3	2
NM_001078078	3	3	4	3	3	5	3.5
NM_001078079	1	0	0	2	1	0	0.666666667
NM_001078080	14	22	16	17	10	21	16.66666667
NM_001078082	60	60	66	60	52	57	59.16666667
NM_001078084	25	29	26	28	32	28	28
NM_001078085	0	0	0	0	0	0	0
NM_001078086	3	2	4	3	3	7	3.666666667
NM_001078087	2	0	3	0	0	2	1.166666667
NM_001078089	35	35	39	33	34	38	35.66666667
NM_001078091	65	67	51	73	85	71	68.66666667
NM_001078092	2	1	2	5	1	2	2.166666667
NM_001078094	6	4	8	5	6	3	5.333333333
NM_001078095	0	0	0	0	0	0	0
NM_001078096	0	0	0	0	0	0	0
NM_001078097	5	7	4	8	11	4	6.5
NM_001078098	8	10	8	7	9	5	7.833333333
NM_001078099	1	1	1	0	0	1	0.666666667
NM_001078100	18	28	28	16	17	15	20.33333333
NM_001078101	60	69	55	56	55	72	61.16666667
NM_001078102	14	19	11	14	12	5	12.5
NM_001078104	1	2	2	1	0	0	1
NM_001078105	3	5	0	3	3	6	3.333333333
NM_001078106	12	16	12	14	8	10	12
NM_001078109	0	0	0	0	0	0	0
NM_001078110	0	0	0	0	0	0	0
NM_001078111	0	0	0	0	0	0	0
NM_001078112	29	29	25	36	26	42	31.16666667
NM_001078113	0	0	0	0	0	0	0
NM_001078114	111	119	111	112	117	120	115
NM_001078115	9	5	9	5	13	11	8.666666667
NM_001078116	53	59	51	58	48	57	54.33333333
NM_001078117	2	0	2	4	2	2	2
NM_001078118	0	0	0	0	0	0	0
NM_001078119	0	0	0	0	0	0	0
NM_001078121	2	3	2	1	1	0	1.5
NM_001078122	0	0	0	0	0	0	0
NM_001078123	4	3	2	4	1	5	3.166666667
NM_001078124	0	0	0	0	0	0	0
NM_001078125	1	0	1	2	2	0	1
NM_001078126	9	12	10	6	9	11	9.5
NM_001078127	52	48	41	53	48	47	48.16666667
NM_001078128	2	2	1	4	1	1	1.833333333
NM_001078129	2	3	1	5	6	1	3
NM_001078130	1	0	0	1	0	2	0.666666667
NM_001078131	2	1	1	5	0	1	1.666666667
NM_001078133	0	0	0	0	0	0	0
NM_001078134	0	0	0	0	0	0	0
NM_001078135	0	0	0	0	0	0	0
NM_001078136	6	5	6	8	4	6	5.833333333
NM_001078137	0	0	0	0	0	0	0
NM_001078138	0	0	0	0	0	0	0
NM_001078139	80	71	85	86	68	87	79.5
NM_001078141	95	84	96	103	78	99	92.5
NM_001078142	21	16	17	14	24	20	18.66666667
NM_001078144	537	563	548	535	532	505	536.6666667
NM_001078147	3	2	2	0	4	3	2.333333333
NM_001078148	0	0	0	0	0	0	0
NM_001078149	0	0	0	0	0	0	0
NM_001078150	0	0	0	0	0	0	0
NM_001078151	7	9	5	5	7	4	6.166666667
NM_001078152	0	0	0	0	0	0	0
NM_001078153	18	9	10	17	19	22	15.83333333
NM_001078154	5	8	3	1	6	3	4.333333333
NM_001078155	0	0	0	0	0	0	0
NM_001078156	36	45	29	40	37	31	36.33333333
NM_001078157	27	26	28	22	19	19	23.5
NM_001078158	6	5	7	8	0	6	5.333333333
NM_001078159	1	0	0	1	1	0	0.5
NM_001078160	1	0	3	2	0	0	1
NM_001078161	69	74	61	67	54	60	64.16666667
NM_001078162	0	0	0	0	0	0	0
NM_001078163	2	1	1	2	1	1	1.333333333
NM_001078164	56	56	52	60	69	63	59.33333333
NM_001079507	0	0	0	0	0	0	0
NM_001079508	140	124	126	122	132	126	128.3333333
NM_001079509	0	0	0	0	0	0	0
NM_001079511	42	41	43	53	55	27	43.5
NM_001079578	0	0	0	0	0	0	0
NM_001079579	1	1	2	3	0	0	1.166666667
NM_001079580	1	1	0	2	1	1	1
NM_001079582	4	9	4	7	2	4	5
NM_001079583	12	9	6	5	12	12	9.333333333
NM_001079584	2	6	1	1	6	4	3.333333333
NM_001079586	0	0	0	0	0	0	0
NM_001079587	47	45	44	47	52	51	47.66666667
NM_001079588	5	3	6	2	3	6	4.166666667
NM_001079589	0	0	0	0	0	0	0
NM_001079591	58	65	53	56	53	60	57.5
NM_001079592	1	1	1	1	1	0	0.833333333
NM_001079593	18	15	18	21	21	25	19.66666667
NM_001079594	2	2	0	0	1	1	1
NM_001079595	5	2	4	8	5	7	5.166666667
NM_001079596	1	0	0	1	1	2	0.833333333
NM_001079597	5	3	1	5	7	10	5.166666667
NM_001079600	5	5	2	5	6	3	4.333333333
NM_001079602	2	0	2	2	4	3	2.166666667
NM_001079606	6	4	6	8	5	4	5.5
NM_001079607	7	7	12	7	5	7	7.5
NM_001079609	0	0	0	0	0	0	0
NM_001079612	4	0	2	5	6	3	3.333333333
NM_001079613	1	2	0	0	0	3	1
NM_001079615	6	5	3	2	6	6	4.666666667
NM_001079616	7	6	8	8	9	10	8
NM_001079617	0	0	0	0	0	0	0
NM_001079618	8	6	17	11	6	11	9.833333333
NM_001079619	0	0	0	0	0	0	0
NM_001079621	3	2	2	3	3	4	2.833333333
NM_001079623	45	51	56	48	50	42	48.66666667
NM_001079626	20	23	16	30	16	22	21.16666667
NM_001079627	3	2	1	5	0	5	2.666666667
NM_001079630	0	0	0	0	0	0	0
NM_001079632	11	16	10	14	12	13	12.66666667
NM_001079634	1	1	4	2	4	0	2
NM_001079635	45	45	49	39	38	36	42
NM_001079636	0	0	0	0	0	0	0
NM_001079637	60	51	49	57	60	65	57
NM_001079640	2	3	1	2	3	2	2.166666667
NM_001079642	63	65	67	53	57	74	63.16666667
NM_001079646	0	0	0	0	0	0	0
NM_001079647	19	23	20	22	25	20	21.5
NM_001079650	29	33	33	17	24	28	27.33333333
NM_001079769	0	0	0	0	0	0	0
NM_001079770	1	0	2	1	0	0	0.666666667
NM_001079771	2	2	3	4	1	2	2.333333333
NM_001079772	0	0	0	0	0	0	0
NM_001079774	1	2	0	0	0	1	0.666666667
NM_001079775	0	0	0	0	0	0	0
NM_001079776	11	9	17	9	10	13	11.5
NM_001079777	3	1	2	2	3	1	2
NM_001079778	75	81	71	70	58	73	71.33333333
NM_001079779	1	0	2	1	0	0	0.666666667
NM_001079780	2	1	1	2	1	2	1.5
NM_001079782	5	7	2	3	7	8	5.333333333
NM_001079783	61	69	57	66	61	72	64.33333333
NM_001079784	0	0	0	0	0	0	0
NM_001079786	12	13	11	11	8	8	10.5
NM_001079787	2	4	0	1	5	1	2.166666667
NM_001079788	0	0	0	0	0	0	0
NM_001079789	0	0	0	0	0	0	0
NM_001079790	37	44	41	31	35	42	38.33333333
NM_001079793	15	17	12	18	12	13	14.5
NM_001079794	9	6	5	9	12	6	7.833333333
