GeneIDs	lcountsRep1	lcountsRep2	lcountsRep3	lcountsRep4	lcountsRep5	lcountsRep6	mean
XM_591483	20	25	27	21	16	24	22.16666667
XM_591493	1	0	2	1	1	1	1
XM_591505	5	2	7	3	5	4	4.333333333
XM_591518	0	0	0	0	0	0	0
XM_591519	2	2	1	2	2	0	1.5
XM_591526	1	1	2	0	1	1	1
XM_591527	9	9	8	2	11	12	8.5
XM_591546	1	1	0	0	2	2	1
XM_591560	2	1	1	2	0	1	1.166666667
XM_591589	0	0	0	0	0	0	0
XM_591595	508	546	518	500	525	520	519.5
XM_591615	0	0	0	0	0	0	0
XM_591622	4	1	8	3	5	5	4.333333333
XM_591626	0	0	0	0	0	0	0
XM_591634	34	39	49	32	35	35	37.33333333
XM_591650	1	1	1	3	2	0	1.333333333
XM_591668	18	20	13	15	16	21	17.16666667
XM_591672	0	0	0	0	0	0	0
XM_591710	80	78	63	77	82	97	79.5
XM_591717	5	7	12	3	8	6	6.833333333
XM_591728	0	0	0	0	0	0	0
XM_591732	568	563	563	595	594	570	575.5
XM_591750	0	0	0	0	0	0	0
XM_591760	5	3	6	5	1	6	4.333333333
XM_591765	8	6	7	4	9	10	7.333333333
XM_591774	4	2	3	1	3	3	2.666666667
XM_591785	30	32	32	24	22	38	29.66666667
XM_591804	0	0	0	0	0	0	0
XM_591807	4	4	2	5	6	2	3.833333333
XM_591810	2	1	4	0	2	2	1.833333333
XM_591820	2	4	2	4	1	1	2.333333333
XM_591827	7	9	10	7	7	5	7.5
XM_591861	42	43	46	38	48	40	42.83333333
XM_591868	2	1	3	0	1	2	1.5
XM_591875	2	1	0	1	0	3	1.166666667
XM_591880	8	10	16	8	9	9	10
XM_591893	3	1	3	5	2	0	2.333333333
XM_591917	9	5	6	14	6	9	8.166666667
XM_591946	0	0	0	0	0	0	0
XM_591968	2	4	4	3	2	3	3
XM_591977	19	20	16	19	24	24	20.33333333
XM_591988	1806	1870	1795	1830	1784	1867	1825.333333
XM_591998	4	5	5	0	4	4	3.666666667
XM_592002	0	0	0	0	0	0	0
XM_592003	1	0	0	3	0	0	0.666666667
XM_592008	8	6	10	9	6	10	8.166666667
XM_592012	0	0	0	0	0	0	0
XM_592017	1	1	1	0	1	1	0.833333333
XM_592019	0	0	0	0	0	0	0
XM_592026	0	0	0	0	0	0	0
XM_592031	1	1	1	2	1	0	1
XM_592044	1	0	0	2	2	1	1
XM_592046	5	4	2	2	4	8	4.166666667
XM_592048	1	1	2	0	0	0	0.666666667
XM_592057	2	1	1	2	2	4	2
XM_592060	0	0	0	0	0	0	0
XM_592079	1	1	1	0	0	0	0.5
XM_592083	0	0	0	0	0	0	0
XM_592084	13	7	18	11	12	16	12.83333333
XM_592085	1	1	0	0	3	0	0.833333333
XM_592093	6	3	5	6	7	10	6.166666667
XM_592100	0	0	0	0	0	0	0
XM_592115	0	0	0	0	0	0	0
XM_592120	1	2	0	0	0	1	0.666666667
XM_592144	0	0	0	0	0	0	0
XM_592170	0	0	0	0	0	0	0
XM_592188	0	0	0	0	0	0	0
XM_592191	1	0	2	1	1	3	1.333333333
XM_592197	30	37	23	29	30	29	29.66666667
XM_592198	0	0	0	0	0	0	0
XM_592201	0	0	0	0	0	0	0
XM_592202	4	2	7	4	3	6	4.333333333
XM_592211	0	0	0	0	0	0	0
XM_592231	17	17	22	12	12	8	14.66666667
XM_592234	8	10	10	7	5	4	7.333333333
XM_592247	1	2	1	1	1	1	1.166666667
XM_592255	0	0	0	0	0	0	0
XM_592279	3	2	3	2	8	7	4.166666667
XM_592287	2	3	6	3	1	4	3.166666667
XM_592300	0	0	0	0	0	0	0
XM_592307	13	13	12	14	17	8	12.83333333
XM_592316	56	46	59	49	55	61	54.33333333
XM_592318	107	124	110	113	104	119	112.8333333
XM_592329	0	0	0	0	0	0	0
XM_592333	5	3	6	6	5	5	5
XM_592361	0	0	0	0	0	0	0
XM_592363	8	17	9	8	10	8	10
XM_592369	0	0	0	0	0	0	0
XM_592371	0	0	0	0	0	0	0
XM_592376	1	2	0	0	1	1	0.833333333
XM_592406	3	4	3	6	4	2	3.666666667
XM_592427	0	0	0	0	0	0	0
XM_592432	18	14	19	18	18	10	16.16666667
XM_592435	0	0	0	0	0	0	0
XM_592445	31	29	22	34	44	32	32
XM_592460	20	25	19	12	25	13	19
XM_592463	6	2	5	6	6	4	4.833333333
XM_592474	0	0	0	0	0	0	0
XM_592485	0	0	0	0	0	0	0
XM_592496	0	0	0	0	0	0	0
XM_592497	29	27	28	24	21	28	26.16666667
XM_592504	1	1	4	3	0	1	1.666666667
XM_592508	2	1	2	1	1	1	1.333333333
XM_592519	0	0	0	0	0	0	0
XM_592539	7	4	2	10	5	3	5.166666667
XM_592570	234	237	268	230	258	212	239.8333333
XM_592594	0	0	0	0	0	0	0
XM_592598	1	2	1	2	3	0	1.5
XM_592611	1	1	1	1	0	1	0.833333333
XM_592651	0	0	0	0	0	0	0
XM_592662	0	0	0	0	0	0	0
XM_592679	9	13	6	9	9	11	9.5
XM_592703	0	0	0	0	0	0	0
XM_592709	2	3	2	5	3	6	3.5
XM_592715	0	0	0	0	0	0	0
XM_592731	7	9	8	13	9	7	8.833333333
XM_592740	0	0	0	0	0	0	0
XM_592743	1	1	0	0	2	0	0.666666667
XM_592756	0	0	0	0	0	0	0
XM_592784	7	10	11	10	4	5	7.833333333
XM_592804	69	74	63	64	69	64	67.16666667
XM_592818	6	14	4	4	2	7	6.166666667
XM_592833	2	4	3	4	3	4	3.333333333
XM_592846	0	0	0	0	0	0	0
XM_592847	47	51	41	46	44	57	47.66666667
XM_592855	6	7	7	6	11	6	7.166666667
XM_592864	5	5	5	4	2	8	4.833333333
XM_592866	0	0	0	0	0	0	0
XM_592867	2	2	1	0	3	6	2.333333333
XM_592881	39	33	38	43	41	35	38.16666667
XM_592894	0	0	0	0	0	0	0
XM_592911	6	5	10	7	3	4	5.833333333
XM_592917	2	2	2	0	3	2	1.833333333
XM_592923	2	0	2	4	1	0	1.5
XM_592943	12	12	17	10	10	10	11.83333333
XM_592945	17	13	11	13	18	19	15.16666667
XM_592952	8	11	6	9	13	9	9.333333333
XM_592991	1	0	0	0	0	0	0.166666667
XM_592997	0	0	0	0	0	0	0
XM_593003	3	4	2	6	5	3	3.833333333
XM_593034	0	0	0	0	0	0	0
XM_593042	6	11	6	4	2	4	5.5
XM_593043	0	0	0	0	0	0	0
XM_593064	3	4	2	5	6	4	4
XM_593087	6	3	9	9	4	5	6
XM_593090	0	0	0	0	0	0	0
XM_593095	19	22	19	8	15	23	17.66666667
XM_593096	6	8	6	2	8	8	6.333333333
XM_593109	593	607	586	544	566	601	582.8333333
XM_593120	3	3	3	2	4	1	2.666666667
XM_593126	0	0	0	0	0	0	0
XM_593128	0	0	0	0	0	0	0
XM_593131	1	1	1	1	0	1	0.833333333
XM_593139	0	0	0	0	0	0	0
XM_593150	5	6	4	6	6	6	5.5
XM_593154	4	6	7	4	0	1	3.666666667
XM_593164	11	10	12	13	9	11	11
XM_593188	0	0	0	0	0	0	0
XM_593202	1	0	2	0	0	1	0.666666667
XM_593209	3	4	2	1	4	3	2.833333333
XM_593229	1	0	1	0	1	0	0.5
XM_593237	5	5	6	3	5	8	5.333333333
XM_593269	0	0	0	0	0	0	0
XM_593270	4	1	5	2	4	3	3.166666667
XM_593278	2	5	2	0	2	0	1.833333333
XM_593299	0	0	0	0	0	0	0
XM_593301	3	3	0	3	4	0	2.166666667
XM_593329	10	20	6	3	7	14	10
XM_593333	0	0	0	0	0	0	0
XM_593343	5	9	7	5	7	2	5.833333333
XM_593367	0	0	0	0	0	0	0
XM_593377	0	0	0	0	0	0	0
XM_593382	3	5	4	4	2	2	3.333333333
XM_593410	5	6	2	4	8	6	5.166666667
XM_593413	11	9	10	7	8	13	9.666666667
XM_593416	0	0	0	0	0	0	0
XM_593426	0	0	0	0	0	0	0
XM_593447	1	2	1	1	0	0	0.833333333
XM_593456	0	0	0	0	0	0	0
XM_593457	1	0	1	1	1	1	0.833333333
XM_593494	0	0	0	0	0	0	0
XM_593502	3	7	2	1	3	1	2.833333333
XM_593516	2	6	1	3	1	1	2.333333333
XM_593520	0	0	0	0	0	0	0
XM_593521	5	6	6	5	4	7	5.5
XM_593534	1	0	5	1	1	3	1.833333333
XM_593587	2	5	0	4	1	0	2
XM_593595	0	0	0	0	0	0	0
XM_593602	29	27	37	31	22	39	30.83333333
XM_593606	3	2	3	2	0	1	1.833333333
XM_593609	0	0	0	0	0	0	0
XM_593622	0	0	0	0	0	0	0
XM_593623	15	13	10	9	16	11	12.33333333
XM_593629	9	10	7	5	8	9	8
XM_593636	1	1	0	1	0	1	0.666666667
XM_593654	7	3	5	4	6	4	4.833333333
XM_593664	2	3	2	3	3	2	2.5
XM_593670	13	12	13	14	18	19	14.83333333
XM_593676	0	0	0	0	0	0	0
XM_593682	0	0	0	0	0	0	0
XM_593695	1	0	1	1	0	2	0.833333333
XM_593709	2	3	3	3	1	2	2.333333333
XM_593712	2	0	1	1	0	2	1
XM_593720	0	0	0	0	0	0	0
XM_593729	8	5	8	6	7	13	7.833333333
XM_593737	1	1	0	0	1	1	0.666666667
XM_593741	0	0	0	0	0	0	0
XM_593742	1	0	2	2	0	0	0.833333333
XM_593747	5	12	8	2	5	4	6
XM_593834	0	0	0	0	0	0	0
XM_593850	16	16	14	22	14	22	17.33333333
XM_593871	1	0	0	0	1	3	0.833333333
XM_593895	12	8	17	14	10	17	13
XM_593928	0	0	0	0	0	0	0
XM_593944	0	0	0	0	0	0	0
XM_593945	21	20	16	25	30	23	22.5
XM_593949	15	19	13	18	17	13	15.83333333
XM_593953	1	1	0	1	1	2	1
XM_593976	10	11	9	7	14	5	9.333333333
XM_593991	0	0	0	0	0	0	0
XM_594012	0	0	0	0	0	0	0
XM_594021	0	0	0	0	0	0	0
XM_594035	1	2	1	0	1	2	1.166666667
XM_594044	1	2	1	1	1	2	1.333333333
XM_594048	0	0	0	0	0	0	0
XM_594055	0	0	0	0	0	0	0
XM_594058	0	0	0	0	0	0	0
XM_594082	169	165	169	186	152	168	168.1666667
XM_594088	15	17	18	11	14	17	15.33333333
XM_594119	1	1	1	0	2	0	0.833333333
XM_594120	0	0	0	0	0	0	0
XM_594131	1	0	1	2	2	2	1.333333333
XM_594145	0	0	0	0	0	0	0
XM_594171	3	3	1	2	3	1	2.166666667
XM_594174	5	4	3	4	6	2	4
XM_594205	2	2	4	4	2	2	2.666666667
XM_594206	0	0	0	0	0	0	0
XM_594211	0	0	0	0	0	0	0
XM_594245	7	2	6	6	11	11	7.166666667
XM_594248	47	44	53	58	46	50	49.66666667
XM_594269	1	2	2	3	0	0	1.333333333
XM_594277	0	0	0	0	0	0	0
XM_594332	0	0	0	0	0	0	0
XM_594344	3	7	3	1	1	4	3.166666667
XM_594384	6	8	12	6	8	10	8.333333333
XM_594385	0	0	0	0	0	0	0
XM_594391	0	0	0	0	0	0	0
XM_594411	2	4	4	4	4	0	3
XM_594442	0	0	0	0	0	0	0
XM_594471	21	21	20	11	24	16	18.83333333
XM_594479	0	0	0	0	0	0	0
XM_594482	1	0	0	0	3	0	0.666666667
XM_594486	0	0	0	0	0	0	0
XM_594548	0	0	0	0	0	0	0
XM_594552	1	1	2	0	2	2	1.333333333
XM_594564	1	1	2	1	0	0	0.833333333
XM_594573	11	12	7	10	3	11	9
XM_594575	0	0	0	0	0	0	0
XM_594586	9	7	10	10	6	14	9.333333333
XM_594595	0	0	0	0	0	0	0
XM_594624	1	0	0	0	1	1	0.5
XM_594628	359	356	367	316	381	383	360.3333333
XM_594632	7	6	7	7	5	4	6
XM_594668	2	3	4	2	3	1	2.5
XM_594681	0	0	0	0	0	0	0
XM_594691	1	0	2	1	1	1	1
XM_594692	202	203	184	180	189	200	193
XM_594710	5	7	12	9	7	9	8.166666667
XM_594744	1	0	0	1	1	2	0.833333333
XM_594754	19	15	14	17	21	16	17
XM_594786	23	21	29	21	20	24	23
XM_594787	2	3	4	1	2	2	2.333333333
XM_594801	0	0	0	0	0	0	0
XM_594815	2	1	3	1	3	1	1.833333333
XM_594821	3	4	2	2	2	3	2.666666667
XM_594840	0	0	0	0	0	0	0
XM_594888	0	0	0	0	0	0	0
XM_594889	9	9	9	9	14	8	9.666666667
XM_594906	16	17	12	14	13	16	14.66666667
XM_595008	1	2	0	0	2	1	1
XM_595033	0	0	0	0	0	0	0
XM_595049	2	0	1	3	3	1	1.666666667
XM_595087	1	0	3	1	1	0	1
XM_595101	3	3	0	1	1	3	1.833333333
XM_595156	0	0	0	0	0	0	0
XM_595165	15	14	12	15	10	18	14
XM_595170	0	0	0	0	0	0	0
XM_595195	32	36	38	29	28	20	30.5
XM_595208	0	0	0	0	0	0	0
XM_595216	0	0	0	0	0	0	0
XM_595276	40	30	37	44	34	30	35.83333333
XM_595287	0	0	0	0	0	0	0
XM_595296	1	2	2	1	1	1	1.333333333
XM_595302	3	2	6	2	2	7	3.666666667
XM_595353	0	0	0	0	0	0	0
XM_595400	1	0	0	1	0	1	0.5
XM_595414	0	0	0	0	0	0	0
XM_595479	1	1	3	2	0	1	1.333333333
XM_595488	0	0	0	0	0	0	0
XM_595500	6	3	9	8	2	7	5.833333333
XM_595505	16	13	19	12	17	11	14.66666667
XM_595523	10	4	6	14	10	13	9.5
XM_595526	15	13	17	10	13	7	12.5
XM_595566	0	0	0	0	0	0	0
XM_595574	20	9	16	17	20	22	17.33333333
XM_595586	1	2	3	2	1	4	2.166666667
XM_595621	1	0	0	0	0	1	0.333333333
XM_595626	4	2	3	4	2	4	3.166666667
XM_595668	13	11	13	11	25	11	14
XM_595703	7	9	8	7	5	6	7
XM_595705	2	1	3	0	1	2	1.5
XM_595713	7	5	5	10	10	5	7
XM_595842	0	0	0	0	0	0	0
XM_595843	48	41	34	47	38	53	43.5
XM_595995	17	19	15	20	11	20	17
XM_595997	0	0	0	0	0	0	0
XM_596055	10	6	6	6	6	14	8
XM_596084	8	4	9	8	3	10	7
XM_596135	0	0	0	0	0	0	0
XM_596177	0	0	0	0	0	0	0
XM_596205	14	9	19	12	13	11	13
XM_596225	2	3	1	4	2	1	2.166666667
XM_596263	0	0	0	0	0	0	0
XM_596267	0	0	0	0	0	0	0
XM_596269	2	3	2	3	1	3	2.333333333
XM_596323	4	4	7	3	2	1	3.5
XM_596359	0	0	0	0	0	0	0
XM_596366	46	56	54	41	46	42	47.5
XM_596374	0	0	0	0	0	0	0
XM_596387	1	0	0	3	3	1	1.333333333
XM_596420	0	0	0	0	0	0	0
XM_596446	2	2	0	0	7	2	2.166666667
XM_596461	3	4	0	4	4	3	3
XM_596498	18	14	18	18	10	20	16.33333333
XM_596545	0	0	0	0	0	0	0
XM_596546	0	0	0	0	0	0	0
XM_596561	1	0	0	2	1	1	0.833333333
XM_596577	0	0	0	0	0	0	0
XM_596594	0	0	0	0	0	0	0
XM_596598	43	41	41	40	49	56	45
XM_596649	3	5	3	3	4	3	3.5
XM_596681	2	0	5	1	2	2	2
XM_596695	0	0	0	0	0	0	0
XM_596756	0	0	0	0	0	0	0
XM_596793	2	3	3	7	4	0	3.166666667
XM_596809	0	0	0	0	0	0	0
XM_596853	0	0	0	0	0	0	0
XM_596854	0	0	0	0	0	0	0
XM_596861	0	0	0	0	0	0	0
XM_596986	2	1	2	0	4	7	2.666666667
XM_596999	0	0	0	0	0	0	0
XM_597007	5	5	4	5	1	4	4
XM_597026	3	1	2	4	4	1	2.5
XM_597034	31	33	32	27	34	38	32.5
XM_597066	0	0	0	0	0	0	0
XM_597076	0	0	0	0	0	0	0
XM_597109	5	3	4	11	4	5	5.333333333
XM_597117	1	1	0	1	1	0	0.666666667
XM_597168	1	3	0	0	1	1	1
XM_597181	0	0	0	0	0	0	0
XM_597200	0	0	0	0	0	0	0
XM_597219	0	0	0	0	0	0	0
XM_597224	1	0	2	0	0	4	1.166666667
XM_597236	0	0	0	0	0	0	0
XM_597238	3	4	5	2	2	1	2.833333333
XM_597245	0	0	0	0	0	0	0
XM_597266	8	7	6	6	7	7	6.833333333
XM_597345	0	0	0	0	0	0	0
XM_597358	0	0	0	0	0	0	0
XM_597361	0	0	0	0	0	0	0
XM_597376	2	1	3	9	0	1	2.666666667
XM_597385	8	8	5	6	8	13	8
XM_597401	0	0	0	0	0	0	0
XM_597427	0	0	0	0	0	0	0
XM_597436	0	0	0	0	0	0	0
XM_597438	7	12	8	3	2	10	7
XM_597469	0	0	0	0	0	0	0
XM_597487	0	0	0	0	0	0	0
XM_597526	1	0	1	0	1	2	0.833333333
XM_597527	0	0	0	0	0	0	0
XM_597530	0	0	0	0	0	0	0
XM_597582	0	0	0	0	0	0	0
XM_597651	13	24	10	9	7	14	12.83333333
XM_597721	1	0	3	3	1	1	1.5
XM_597748	2	0	1	4	2	5	2.333333333
XM_597775	1	0	2	0	0	0	0.5
XM_597790	1	2	1	1	1	2	1.333333333
XM_597797	10	15	4	14	8	15	11
XM_597799	2	1	1	1	2	1	1.333333333
XM_597848	9	8	12	10	10	14	10.5
XM_597850	0	0	0	0	0	0	0
XM_597858	0	0	0	0	0	0	0
XM_597877	1	1	1	0	1	3	1.166666667
XM_597913	0	0	0	0	0	0	0
XM_597914	12	14	11	13	14	14	13
XM_597933	18	11	20	19	12	24	17.33333333
XM_597949	13	12	10	16	16	12	13.16666667
XM_597964	1	1	1	0	0	2	0.833333333
XM_597976	2	2	2	1	0	1	1.333333333
XM_598002	1	1	1	3	1	0	1.166666667
XM_598073	0	0	0	0	0	0	0
XM_598075	0	0	0	0	0	0	0
XM_598095	6	4	12	5	11	9	7.833333333
XM_598113	6	7	4	3	5	5	5
XM_598167	0	0	0	0	0	0	0
XM_598239	0	0	0	0	0	0	0
XM_598286	0	0	0	0	0	0	0
XM_598354	1	1	1	1	1	1	1
XM_598368	0	0	0	0	0	0	0
XM_598392	2	8	4	3	1	0	3
XM_598421	5	6	5	6	6	8	6
XM_598424	0	0	0	0	0	0	0
XM_598478	1	0	1	2	1	1	1
XM_598513	1	1	0	0	2	0	0.666666667
XM_598529	9	8	6	10	11	8	8.666666667
XM_598532	4	5	0	2	1	2	2.333333333
XM_598550	0	0	0	0	0	0	0
XM_598625	4	4	7	1	5	4	4.166666667
XM_598651	0	0	0	0	0	0	0
XM_598653	0	0	0	0	0	0	0
XM_598691	1	1	1	1	0	1	0.833333333
XM_598698	0	0	0	0	0	0	0
XM_598706	110	111	110	119	113	119	113.6666667
XM_598735	1	0	0	1	0	1	0.5
XM_598765	1	1	3	2	0	1	1.333333333
XM_598772	0	0	0	0	0	0	0
XM_598877	1	1	0	0	0	1	0.5
XM_598896	1	0	0	1	1	0	0.5
XM_598942	0	0	0	0	0	0	0
XM_598954	0	0	0	0	0	0	0
XM_598970	2	3	1	1	2	2	1.833333333
XM_598984	13	13	14	7	10	12	11.5
XM_599000	0	0	0	0	0	0	0
XM_599021	0	0	0	0	0	0	0
XM_599033	14	14	14	15	14	15	14.33333333
XM_599034	26	34	24	27	27	24	27
XM_599164	0	0	0	0	0	0	0
XM_599224	24	23	17	31	17	27	23.16666667
XM_599229	9	4	8	10	13	10	9
XM_599261	0	0	0	0	0	0	0
XM_599282	1	1	0	0	3	0	0.833333333
XM_599314	0	0	0	0	0	0	0
XM_599315	0	0	0	0	0	0	0
XM_599321	23	18	23	17	20	23	20.66666667
XM_599346	0	0	0	0	0	0	0
XM_599349	0	0	0	0	0	0	0
XM_599363	7	5	13	6	5	10	7.666666667
XM_599421	0	0	0	0	0	0	0
XM_599431	1	1	1	2	3	1	1.5
XM_599499	3	7	3	3	3	2	3.5
XM_599529	0	0	0	0	0	0	0
XM_599586	3	4	4	4	2	2	3.166666667
XM_599625	0	0	0	0	0	0	0
XM_599650	12	10	5	7	13	10	9.5
XM_599652	0	0	0	0	0	0	0
XM_599680	7	13	7	3	8	10	8
XM_599688	106	114	112	99	100	98	104.8333333
XM_599718	7	7	5	7	7	7	6.666666667
XM_599735	438	445	465	401	451	458	443
XM_599768	1	0	1	1	0	1	0.666666667
XM_599803	6	4	2	5	5	5	4.5
XM_599805	1	1	1	1	1	1	1
XM_599846	7	7	6	4	11	8	7.166666667
XM_599903	0	0	0	0	0	0	0
XM_599954	0	0	0	0	0	0	0
XM_599985	0	0	0	0	0	0	0
XM_599995	25	23	20	26	25	22	23.5
XM_599997	8	6	8	9	5	7	7.166666667
XM_600009	1	0	5	0	2	0	1.333333333
XM_600015	0	0	0	0	0	0	0
XM_600040	0	0	0	0	0	0	0
XM_600048	0	0	0	0	0	0	0
XM_600086	0	0	0	0	0	0	0
XM_600090	0	0	0	0	0	0	0
XM_600101	0	0	0	0	0	0	0
XM_600116	0	0	0	0	0	0	0
XM_600126	4	5	6	1	5	2	3.833333333
XM_600140	0	0	0	0	0	0	0
XM_600173	0	0	0	0	0	0	0
XM_600235	0	0	0	0	0	0	0
XM_600255	4	2	4	4	1	7	3.666666667
XM_600315	9	5	10	8	12	7	8.5
XM_600341	26	20	27	35	19	29	26
XM_600364	8	9	6	6	15	7	8.5
XM_600379	0	0	0	0	0	0	0
XM_600406	0	0	0	0	0	0	0
XM_600414	59	65	61	58	59	58	60
XM_600466	4	0	4	4	3	6	3.5
XM_600478	9	5	11	3	7	6	6.833333333
XM_600505	7	7	2	3	4	9	5.333333333
XM_600542	0	0	0	0	0	0	0
XM_600557	0	0	0	0	0	0	0
XM_600561	1	1	2	2	1	0	1.166666667
XM_600587	3	6	3	7	4	3	4.333333333
XM_600599	0	0	0	0	0	0	0
XM_600624	7	7	4	9	6	6	6.5
XM_600652	18	20	21	20	18	11	18
XM_600655	0	0	0	0	0	0	0
XM_600660	3	0	4	3	4	5	3.166666667
XM_600662	3	4	3	3	6	3	3.666666667
XM_600663	15	9	17	12	13	13	13.16666667
XM_600686	2	3	2	3	2	0	2
XM_600715	2	3	5	2	1	5	3
XM_600722	1	0	1	1	1	0	0.666666667
XM_600723	1	0	1	1	0	0	0.5
XM_600747	1	1	1	0	2	1	1
XM_600758	0	0	0	0	0	0	0
XM_600803	5	5	5	8	7	6	6
XM_600825	3	4	2	1	5	1	2.666666667
XM_600859	0	0	0	0	0	0	0
XM_600915	0	0	0	0	0	0	0
XM_600955	2	1	2	2	1	2	1.666666667
XM_601055	0	0	0	0	0	0	0
XM_601057	12	13	13	7	11	12	11.33333333
XM_601083	6	7	5	6	4	1	4.833333333
XM_601098	0	0	0	0	0	0	0
XM_601152	4	3	4	5	2	4	3.666666667
XM_601174	0	0	0	0	0	0	0
XM_601202	0	0	0	0	0	0	0
XM_601210	0	0	0	0	0	0	0
XM_601217	14	11	13	14	13	18	13.83333333
XM_601249	3	3	2	4	2	2	2.666666667
XM_601255	1	0	2	3	5	3	2.333333333
XM_601262	9	11	10	7	9	5	8.5
XM_601299	8	5	5	7	10	13	8
XM_601315	0	0	0	0	0	0	0
XM_601322	0	0	0	0	0	0	0
XM_601339	0	0	0	0	0	0	0
XM_601375	1	0	1	1	1	0	0.666666667
XM_601396	0	0	0	0	0	0	0
XM_601426	3	2	0	0	1	6	2
XM_601446	0	0	0	0	0	0	0
XM_601481	1	0	3	1	1	0	1
XM_601498	0	0	0	0	0	0	0
XM_601500	4	6	8	3	4	5	5
XM_601510	7	4	7	5	8	4	5.833333333
XM_601535	0	0	0	0	0	0	0
XM_601553	1	0	0	2	0	3	1
XM_601573	8	8	4	10	3	11	7.333333333
XM_601617	3	2	3	4	6	1	3.166666667
XM_601630	1	0	0	1	0	0	0.333333333
XM_601670	0	0	0	0	0	0	0
XM_601672	3	1	6	4	2	1	2.833333333
XM_601685	2	3	0	3	2	1	1.833333333
XM_601723	0	0	0	0	0	0	0
XM_601774	1	0	1	1	0	1	0.666666667
XM_601777	1	0	2	3	0	1	1.166666667
XM_601798	22	26	22	19	23	19	21.83333333
XM_601804	0	0	0	0	0	0	0
XM_601818	0	0	0	0	0	0	0
XM_601826	0	0	0	0	0	0	0
XM_601885	3	2	2	0	5	1	2.166666667
XM_601920	3	3	3	2	3	1	2.5
XM_601929	0	0	0	0	0	0	0
XM_602010	4	5	2	3	4	5	3.833333333
XM_602058	0	0	0	0	0	0	0
XM_602125	0	0	0	0	0	0	0
XM_602199	3	3	5	5	3	5	4
XM_602219	2	2	1	1	3	3	2
XM_602222	27	19	26	22	23	23	23.33333333
XM_602256	3	1	5	3	0	3	2.5
XM_602276	17	22	14	21	21	20	19.16666667
XM_602337	13	13	10	9	14	13	12
XM_602405	7	9	9	7	6	7	7.5
XM_602426	5	6	6	3	7	7	5.666666667
XM_602449	1	1	0	1	1	0	0.666666667
XM_602450	1	0	3	3	1	2	1.666666667
XM_602452	0	0	0	0	0	0	0
XM_602459	1	1	1	2	2	2	1.5
XM_602479	1	1	0	2	1	0	0.833333333
XM_602496	0	0	0	0	0	0	0
XM_602501	2	2	2	2	4	2	2.333333333
XM_602539	0	0	0	0	0	0	0
XM_602576	1	2	0	0	0	3	1
XM_602577	1	3	1	0	1	1	1.166666667
XM_602590	438	461	411	464	465	450	448.1666667
XM_602625	0	0	0	0	0	0	0
XM_602674	2	1	2	1	0	4	1.666666667
XM_602679	1	0	0	0	0	2	0.5
XM_602698	1	1	3	1	2	0	1.333333333
XM_602703	5	3	3	5	4	3	3.833333333
XM_602741	0	0	0	0	0	0	0
XM_602780	0	0	0	0	0	0	0
XM_602784	1	1	2	1	0	0	0.833333333
XM_602799	0	0	0	0	0	0	0
XM_602826	1	0	2	0	4	1	1.333333333
XM_602832	979	916	951	925	956	1020	957.8333333
XM_602855	0	0	0	0	0	0	0
XM_602857	6	2	9	6	3	10	6
XM_602862	3	3	2	2	1	1	2
XM_602903	0	0	0	0	0	0	0
XM_602917	0	0	0	0	0	0	0
XM_602920	1	0	0	1	0	0	0.333333333
XM_602922	717	741	717	730	798	727	738.3333333
XM_602927	0	0	0	0	0	0	0
XM_602937	1	1	0	0	0	1	0.5
XM_602975	19	18	17	25	15	22	19.33333333
XM_602978	0	0	0	0	0	0	0
XM_603021	0	0	0	0	0	0	0
XM_603024	6	6	8	8	5	5	6.333333333
XM_603075	36	50	33	43	33	32	37.83333333
XM_603148	0	0	0	0	0	0	0
XM_603205	6	5	5	12	8	6	7
XM_603252	3	5	3	5	5	1	3.666666667
XM_603264	0	0	0	0	0	0	0
XM_603300	1	2	4	0	3	2	2
XM_603315	9	15	10	12	11	6	10.5
XM_603383	59	60	57	66	62	64	61.33333333
XM_603439	2	1	1	3	2	4	2.166666667
XM_603441	15	19	13	14	10	21	15.33333333
XM_603485	1	0	0	1	2	2	1
XM_603490	11	12	13	10	10	11	11.16666667
XM_603521	15	14	21	13	17	14	15.66666667
XM_603601	22	29	23	24	23	23	24
XM_603626	0	0	0	0	0	0	0
XM_603695	15	24	15	14	18	12	16.33333333
XM_603724	0	0	0	0	0	0	0
XM_603731	20	22	21	23	14	22	20.33333333
XM_603768	0	0	0	0	0	0	0
XM_603849	5	5	5	3	6	5	4.833333333
XM_603857	2	3	0	4	0	1	1.666666667
XM_603864	0	0	0	0	0	0	0
XM_603865	3	4	4	3	2	3	3.166666667
XM_603912	1	0	0	0	1	1	0.5
XM_603947	0	0	0	0	0	0	0
XM_603981	0	0	0	0	0	0	0
XM_604002	228	209	220	206	241	257	226.8333333
XM_604080	1	1	1	1	1	1	1
XM_604082	0	0	0	0	0	0	0
XM_604095	1	0	2	1	3	5	2
XM_604111	1	0	2	0	1	2	1
XM_604128	0	0	0	0	0	0	0
XM_604151	18	13	15	25	20	19	18.33333333
XM_604198	0	0	0	0	0	0	0
XM_604226	5	10	2	5	3	5	5
XM_604234	4	1	3	5	1	5	3.166666667
XM_604254	1	3	1	0	0	0	0.833333333
XM_604296	2	1	0	4	1	1	1.5
XM_604297	0	0	0	0	0	0	0
